transcript_id,SRR066643,SRR066644,SRR066645,SRR066646,SRR066647,SRR066648
Cre06.g303400_4532.1.v6.1,145,215,143,66,79,104
Cre06.g303450_4532.1.v6.1,41,74,26,7,9,11
Cre06.g303483_4532.1.v6.1,238,155,16,44,88,38
Cre06.g303483_4532.3.v6.1,12,14,47,44,26,49
Cre06.g303483_4532.2.v6.1,13,14,49,42,29,58
Cre06.g303751_4532.2.v6.1,0,7,5,0,0,0
Cre06.g303751_4532.1.v6.1,0,0,0,0,0,0
Cre06.g303600_4532.2.v6.1,0,0,0,0,0,0
Cre06.g303536_4532.1.v6.1,21,26,10,1,3,6
Cre06.g303572_4532.1.v6.1,38,49,31,39,43,41
Cre06.g303600_4532.1.v6.1,55,47,61,64,60,62
Cre06.g303650_4532.1.v6.1,122,129,88,68,78,75
Cre06.g303700_4532.1.v6.1,55,65,35,18,17,27
Cre06.g303800_4532.2.v6.1,0,0,0,0,0,0
Cre06.g303800_4532.1.v6.1,29,50,43,0,0,0
Cre06.g303850_4532.1.v6.1,113,160,231,166,179,157
Cre06.g303900_4532.2.v6.1,0,0,0,164,0,0
Cre06.g303900_4532.1.v6.1,310,393,573,214,278,318
Cre06.g303900_4532.3.v6.1,6,2,7,11,104,21
Cre06.g304000_4532.2.v6.1,0,0,0,0,4,0
Cre06.g303950_4532.1.v6.1,57,50,54,68,59,71
Cre06.g303950_4532.2.v6.1,2,1,2,0,10,7
Cre06.g304000_4532.1.v6.1,63,67,59,89,117,122
Cre06.g297600_4532.2.v6.1,0,6,13,31,22,26
Cre06.g297800_4532.5.v6.1,0,0,0,1,4,3
Cre06.g297800_4532.4.v6.1,0,0,0,6,0,7
Cre06.g297800_4532.3.v6.1,0,0,0,0,0,0
Cre06.g297800_4532.2.v6.1,0,18,14,0,0,0
Cre06.g297904_4532.5.v6.1,0,20,19,41,0,15
Cre06.g297904_4532.2.v6.1,0,10,18,7,19,44
Cre06.g298150_4532.2.v6.1,0,0,0,0,0,0
Cre06.g298225_4532.1.v6.1,0,0,0,0,0,0
Cre06.g298251_4532.1.v6.1,0,0,0,0,0,0
Cre06.g298300_4532.2.v6.1,0,0,0,0,0,274
Cre06.g298450_4532.2.v6.1,0,0,0,7,0,0
Cre06.g298500_4532.2.v6.1,0,0,0,0,0,0
Cre06.g298500_4532.3.v6.1,0,0,0,0,0,0
Cre06.g298500_4532.4.v6.1,0,6,0,0,4,0
Cre06.g298500_4532.5.v6.1,0,0,0,0,0,0
Cre06.g298600_4532.2.v6.1,0,12,8,0,0,0
Cre06.g298950_4532.2.v6.1,0,0,0,0,0,0
Cre06.g299250_4532.2.v6.1,0,0,21,3,2,6
Cre06.g297516_4532.1.v6.1,43,51,55,58,65,66
Cre06.g297550_4532.1.v6.1,73,62,41,59,77,75
Cre06.g297600_4532.1.v6.1,42,40,59,20,17,22
Cre06.g297650_4532.1.v6.1,20,26,28,37,48,42
Cre06.g297700_4532.2.v6.1,6,9,12,0,6,0
Cre06.g297700_4532.1.v6.1,39,33,44,31,36,43
Cre06.g297700_4532.5.v6.1,1,1,1,2,1,3
Cre06.g297700_4532.4.v6.1,1,1,1,3,1,4
Cre06.g297700_4532.3.v6.1,1,1,1,3,1,5
Cre06.g297750_4532.3.v6.1,160,225,0,141,182,57
Cre06.g297750_4532.1.v6.1,79,113,182,0,61,153
Cre06.g297750_4532.2.v6.1,182,250,79,4,99,87
Cre06.g297750_4532.5.v6.1,9,12,13,128,3,21
Cre06.g297750_4532.4.v6.1,17,23,12,0,7,0
Cre06.g297800_4532.1.v6.1,35,25,31,25,30,34
Cre06.g297850_4532.1.v6.1,266,329,370,230,290,363
Cre06.g297850_4532.2.v6.1,10,2,18,4,11,21
Cre06.g297900_4532.1.v6.1,8,6,5,8,4,3
Cre06.g297904_4532.3.v6.1,8,0,5,7,9,5
Cre06.g297904_4532.1.v6.1,4,0,0,45,0,0
Cre06.g297904_4532.4.v6.1,70,34,46,7,93,50
Cre06.g297950_4532.1.v6.1,24,40,62,45,39,33
Cre06.g297950_4532.2.v6.1,6,5,6,2,6,3
Cre06.g298000_4532.1.v6.1,14,41,14,0,9,0
Cre06.g298050_4532.1.v6.1,8,13,11,25,26,20
Cre06.g298100_4532.2.v6.1,684,821,739,1240,1340,1020
Cre06.g298100_4532.1.v6.1,6,47,18,18,28,34
Cre06.g298150_4532.1.v6.1,138,129,103,120,109,144
Cre06.g298200_4532.1.v6.1,10,6,7,19,24,26
Cre06.g298300_4532.1.v6.1,490,676,609,423,588,126
Cre06.g298300_4532.3.v6.1,11,14,33,21,14,123
Cre06.g298350_4532.1.v6.1,994,512,217,423,601,526
Cre06.g298350_4532.2.v6.1,14,40,178,112,78,102
Cre06.g298350_4532.3.v6.1,128,1002,112,133,97,84
Cre06.g298400_4532.1.v6.1,1481,1780,1245,1502,1565,988
Cre06.g298450_4532.1.v6.1,97,144,104,72,91,104
Cre06.g298500_4532.1.v6.1,81,119,108,67,69,64
Cre06.g298550_4532.1.v6.1,56,111,39,43,52,41
Cre06.g298600_4532.1.v6.1,78,99,17,18,25,21
Cre06.g298650_4532.2.v6.1,9837,10853,10776,15565,17288,17800
Cre06.g298650_4532.3.v6.1,119,111,220,35,109,368
Cre06.g298650_4532.1.v6.1,22,7,8,22,179,34
Cre06.g298700_4532.1.v6.1,93,114,92,96,77,84
Cre06.g298700_4532.2.v6.1,4,3,5,3,6,8
Cre06.g298750_4532.1.v6.1,1555,188,124,475,694,560
Cre06.g800730_4532.1.v6.1,1,1,1,1,1,1
Cre06.g298800_4532.1.v6.1,122,44,36,133,170,143
Cre06.g298850_4532.1.v6.1,411,216,171,679,824,522
Cre06.g298850_4532.2.v6.1,7,12,23,12,46,30
Cre06.g800731_4532.1.v6.1,341,386,349,527,584,443
Cre06.g298950_4532.1.v6.1,76,91,47,52,61,54
Cre06.g299000_4532.1.v6.1,1583,2161,1538,893,1029,915
Cre06.g299050_4532.1.v6.1,273,346,186,369,349,282
Cre06.g299050_4532.2.v6.1,10,16,26,16,23,110
Cre06.g299050_4532.3.v6.1,4,8,10,7,8,8
Cre06.g299100_4532.1.v6.1,75,122,123,86,101,85
Cre06.g299150_4532.1.v6.1,221,299,104,30,31,31
Cre06.g299150_4532.2.v6.1,15,18,0,0,0,0
Cre06.g299200_4532.1.v6.1,48,55,59,55,54,67
Cre06.g800732_4532.1.v6.1,24,30,38,19,21,40
Cre06.g800732_4532.2.v6.1,14,1,9,5,19,2
Cre06.g299250_4532.1.v6.1,68,109,16,0,4,0
Cre06.g299300_4532.1.v6.1,147,274,104,105,111,112
Cre06.g299350_4532.1.v6.1,354,467,317,160,173,152
Cre06.g299450_4532.3.v6.1,161,84,422,120,209,142
Cre06.g299450_4532.1.v6.1,185,102,243,130,112,199
Cre06.g299450_4532.2.v6.1,65,78,181,139,99,47
Cre06.g800733_4532.1.v6.1,95,53,182,66,59,79
Cre06.g299450_4532.4.v6.1,4,0,13,0,4,4
Cre06.g299450_4532.5.v6.1,36,107,47,15,7,24
Cre06.g304100_4532.2.v6.1,0,0,0,20,12,0
Cre06.g304150_4532.2.v6.1,0,0,0,0,0,54
Cre06.g304150_4532.3.v6.1,0,0,0,0,0,16
Cre06.g304050_4532.1.v6.1,10,13,9,4,8,10
Cre06.g304100_4532.1.v6.1,79,99,48,52,53,74
Cre06.g304150_4532.1.v6.1,41,41,67,88,100,20
Cre06.g304250_4532.1.v6.1,185,89,192,177,241,270
Cre06.g304250_4532.3.v6.1,17,66,13,21,9,4
Cre06.g304250_4532.2.v6.1,19,41,10,20,10,3
Cre06.g800746_4532.1.v6.1,60,45,54,106,109,120
Cre06.g304500_4532.1.v6.1,587,721,182,224,192,234
Cre06.g304500_4532.2.v6.1,139,156,30,0,35,17
Cre06.g304500_4532.3.v6.1,21,33,14,0,16,7
Cre06.g304750_4532.1.v6.1,117,132,105,94,106,89
Cre06.g304300_4532.3.v6.1,0,0,0,0,0,0
Cre06.g304300_4532.1.v6.1,439,528,245,247,307,214
Cre06.g304300_4532.2.v6.1,37,26,52,5,3,113
Cre06.g304350_4532.1.v6.1,1762,1702,1312,1296,1430,1445
Cre06.g304350_4532.2.v6.1,238,405,174,323,379,327
Cre06.g304400_4532.1.v6.1,178,137,177,153,161,154
Cre06.g800745_4532.1.v6.1,24,16,26,27,40,44
Cre06.g304800_4532.1.v6.1,177,192,166,151,155,173
Cre06.g304850_4532.1.v6.1,127,113,102,104,108,135
Cre06.g304876_4532.1.v6.1,32,26,29,35,39,36
Cre06.g800748_4532.1.v6.1,0,0,0,2,0,0
Cre06.g304913_4532.1.v6.1,0,0,0,0,0,0
Cre06.g305000_4532.3.v6.1,0,0,7,0,0,0
Cre06.g305000_4532.2.v6.1,0,0,87,0,0,0
Cre06.g304950_4532.1.v6.1,105,73,109,87,110,91
Cre06.g305000_4532.1.v6.1,106,117,35,88,107,81
Cre06.g800747_4532.1.v6.1,1,1,1,2,1,1
Cre06.g305050_4532.1.v6.1,42,64,33,60,70,72
Cre06.g304600_4532.4.v6.1,0,9,7,8,0,7
Cre06.g304600_4532.2.v6.1,0,0,49,30,55,0
Cre06.g304700_4532.2.v6.1,0,0,0,0,0,0
Cre06.g304550_4532.1.v6.1,126,178,126,74,90,133
Cre06.g304550_4532.2.v6.1,18,0,9,3,6,0
Cre06.g304550_4532.3.v6.1,4,0,3,3,4,0
Cre06.g304600_4532.3.v6.1,47,8,16,27,38,18
Cre06.g304600_4532.1.v6.1,51,101,27,0,0,64
Cre06.g304650_4532.1.v6.1,343,341,421,328,353,348
Cre06.g304650_4532.2.v6.1,19,21,39,23,78,212
Cre06.g304650_4532.3.v6.1,27,19,28,17,39,54
Cre06.g304650_4532.4.v6.1,11,15,20,83,47,34
Cre06.g304650_4532.5.v6.1,44,37,17,42,26,5
Cre06.g304700_4532.1.v6.1,4,28,32,6,14,9
Cre06.g304700_4532.3.v6.1,15,6,16,10,6,14
Cre06.g305500_4532.3.v6.1,0,0,0,0,0,0
Cre06.g305450_4532.1.v6.1,9,21,13,11,14,17
Cre06.g305500_4532.1.v6.1,9,5,8,11,2,9
Cre06.g305500_4532.2.v6.1,1,3,3,0,10,3
Cre06.g305251_4532.2.v6.1,0,0,0,0,0,0
Cre06.g305251_4532.3.v6.1,0,0,0,0,0,0
Cre06.g305150_4532.1.v6.1,193,204,216,274,314,295
Cre06.g305200_4532.1.v6.1,110,140,93,71,64,58
Cre06.g305250_4532.1.v6.1,14,11,11,15,8,13
Cre06.g305251_4532.1.v6.1,14,19,30,4,8,11
Cre06.g305350_4532.3.v6.1,0,0,31,0,0,0
Cre06.g305350_4532.2.v6.1,0,0,0,0,0,0
Cre06.g305350_4532.1.v6.1,95,126,181,49,55,46
Cre06.g305400_4532.1.v6.1,42,50,55,54,55,61
Cre06.g305400_4532.2.v6.1,12,7,13,5,9,0
Cre06.g306501_4532.2.v6.1,16,10,11,8,14,11
Cre06.g306501_4532.1.v6.1,2,0,0,0,0,0
Cre06.g306400_4532.1.v6.1,161,102,78,112,131,142
Cre06.g306550_4532.1.v6.1,260,216,361,439,320,431
Cre06.g306550_4532.2.v6.1,12,6,34,2,102,11
Cre06.g306550_4532.3.v6.1,11,20,46,2,81,32
Cre06.g306601_4532.1.v6.1,336,330,158,273,347,335
Cre06.g306650_4532.2.v6.1,0,0,0,0,0,0
Cre06.g306650_4532.1.v6.1,83,100,81,141,164,143
Cre06.g306700_4532.1.v6.1,347,431,462,215,247,197
Cre06.g306750_4532.2.v6.1,0,0,58,0,19,67
Cre06.g306726_4532.1.v6.1,11,9,9,3,5,3
Cre06.g306750_4532.1.v6.1,108,73,20,90,54,32
Cre06.g306800_4532.1.v6.1,58,70,43,25,31,32
Cre06.g306850_4532.1.v6.1,380,555,196,93,49,181
Cre06.g306850_4532.2.v6.1,18,31,44,72,121,26
Cre06.g306850_4532.3.v6.1,47,27,29,19,22,14
Cre06.g307012_4532.1.v6.1,61,81,71,38,60,93
Cre06.g307012_4532.2.v6.1,30,11,29,65,37,24
Cre06.g307075_4532.1.v6.1,7,6,5,6,13,10
Cre06.g307100_4532.1.v6.1,108,98,69,70,76,84
Cre06.g306950_4532.2.v6.1,0,0,0,0,0,0
Cre06.g306950_4532.3.v6.1,0,0,0,0,0,144
Cre06.g306950_4532.5.v6.1,0,0,8,0,21,16
Cre06.g306950_4532.4.v6.1,0,0,0,0,0,0
Cre06.g306950_4532.6.v6.1,0,0,78,0,14,10
Cre06.g306950_4532.8.v6.1,0,0,30,0,11,20
Cre06.g306950_4532.7.v6.1,0,0,10,0,4,5
Cre06.g306950_4532.1.v6.1,463,430,547,524,601,478
Cre06.g307150_4532.7.v6.1,0,0,0,0,0,0
Cre06.g307150_4532.4.v6.1,0,0,0,0,0,0
Cre06.g307150_4532.5.v6.1,0,142,60,0,0,77
Cre06.g307150_4532.6.v6.1,0,0,0,0,0,0
Cre06.g307150_4532.1.v6.1,730,886,1764,723,408,614
Cre06.g307150_4532.2.v6.1,1,0,0,0,0,0
Cre06.g307150_4532.3.v6.1,117,79,0,0,418,0
Cre06.g305700_4532.1.v6.1,0,26,0,79,94,32
Cre06.g305850_4532.3.v6.1,0,9,6,0,0,0
Cre06.g306000_4532.1.v6.1,0,25,0,0,0,0
Cre06.g306000_4532.5.v6.1,0,17,0,0,0,0
Cre06.g306000_4532.3.v6.1,0,5,0,0,0,0
Cre06.g306000_4532.4.v6.1,0,26,0,0,0,0
Cre06.g800751_4532.2.v6.1,0,0,0,0,0,0
Cre06.g306050_4532.1.v6.1,0,0,0,0,1,0
Cre06.g306150_4532.4.v6.1,0,0,0,0,0,0
Cre06.g306150_4532.2.v6.1,0,0,0,0,0,0
Cre06.g306150_4532.3.v6.1,0,0,0,0,0,0
Cre06.g305550_4532.1.v6.1,99,107,121,106,125,120
Cre06.g305600_4532.1.v6.1,55,57,47,14,19,27
Cre06.g305600_4532.2.v6.1,4,7,0,4,0,0
Cre06.g305650_4532.1.v6.1,175,133,243,431,470,444
Cre06.g305700_4532.2.v6.1,95,125,176,91,51,87
Cre06.g305700_4532.3.v6.1,79,0,0,0,42,78
Cre06.g305750_4532.1.v6.1,112,100,107,150,163,114
Cre06.g305800_4532.1.v6.1,7,7,9,2,5,5
Cre06.g305800_4532.2.v6.1,1,1,2,1,1,1
Cre06.g305850_4532.2.v6.1,6,0,18,4,5,4
Cre06.g305900_4532.1.v6.1,148,171,142,86,107,85
Cre06.g800749_4532.1.v6.1,1,1,1,3,1,1
Cre06.g305950_4532.1.v6.1,3,3,4,5,6,6
Cre06.g306000_4532.2.v6.1,55,4,27,18,19,19
Cre06.g800750_4532.1.v6.1,4,5,4,5,6,6
Cre06.g800751_4532.1.v6.1,12,17,8,13,11,14
Cre06.g306050_4532.2.v6.1,106,109,84,143,170,134
Cre06.g306050_4532.3.v6.1,2,1,8,4,4,12
Cre06.g306050_4532.4.v6.1,1,1,6,2,3,4
Cre06.g306057_4532.1.v6.1,28,25,28,35,47,42
Cre06.g306100_4532.1.v6.1,115,137,152,121,157,169
Cre06.g306150_4532.1.v6.1,70,120,27,20,13,9
Cre06.g306200_4532.1.v6.1,7,0,11,0,14,32
Cre06.g306250_4532.1.v6.1,101,71,105,106,70,72
Cre06.g306250_4532.2.v6.1,29,49,106,38,94,83
Cre06.g306250_4532.3.v6.1,12,38,46,92,78,45
Cre06.g306300_4532.1.v6.1,2554,2513,1728,633,790,617
Cre06.g306300_4532.2.v6.1,13,24,21,16,27,33
Cre06.g306350_4532.1.v6.1,37,34,396,33,46,242
Cre06.g306350_4532.2.v6.1,318,312,27,309,307,28
Cre06.g307200_4532.2.v6.1,859,887,833,630,703,705
Cre06.g307200_4532.1.v6.1,42,49,43,27,33,39
Cre06.g309500_4532.2.v6.1,0,0,0,0,0,0
Cre06.g800755_4532.1.v6.1,13,25,15,5,4,3
Cre06.g309450_4532.1.v6.1,72,98,63,18,17,0
Cre06.g309500_4532.1.v6.1,70,80,78,61,89,113
Cre06.g309550_4532.2.v6.1,126,184,88,38,38,50
Cre06.g309550_4532.1.v6.1,50,98,38,20,23,15
Cre06.g309650_4532.3.v6.1,0,0,0,0,0,0
Cre06.g309650_4532.1.v6.1,0,0,0,0,15,0
Cre06.g309650_4532.4.v6.1,2,1,1,1,2,1
Cre06.g309650_4532.6.v6.1,1,1,1,1,1,1
Cre06.g309650_4532.5.v6.1,1,1,1,1,1,1
Cre06.g309650_4532.2.v6.1,18,27,13,21,0,20
Cre06.g309826_4532.1.v6.1,0,0,0,0,0,0
Cre06.g800756_4532.1.v6.1,31,24,24,27,32,40
Cre06.g309850_4532.1.v6.1,114,103,98,105,135,85
Cre06.g309600_4532.2.v6.1,0,0,0,0,0,0
Cre06.g309600_4532.3.v6.1,0,0,0,0,0,0
Cre06.g309600_4532.4.v6.1,0,0,0,0,0,0
Cre06.g309600_4532.1.v6.1,1182,593,1093,1057,1315,1470
Cre06.g309600_4532.5.v6.1,8,90,86,62,51,43
Cre06.g309600_4532.6.v6.1,6,225,311,409,336,241
Cre06.g309900_4532.1.v6.1,0,23,0,85,30,0
Cre06.g309900_4532.3.v6.1,0,0,0,0,0,0
Cre06.g309900_4532.4.v6.1,0,0,0,0,0,37
Cre06.g309900_4532.2.v6.1,99,97,150,5,77,47
Cre06.g309717_4532.2.v6.1,0,11,14,18,11,20
Cre06.g309717_4532.1.v6.1,104,141,78,63,69,64
Cre06.g309750_4532.1.v6.1,45,36,45,28,51,64
Cre06.g309800_4532.1.v6.1,149,117,139,209,316,318
Cre06.g309800_4532.2.v6.1,2,2,20,6,5,6
Cre06.g309951_4532.2.v6.1,0,4,0,7,25,19
Cre06.g309951_4532.1.v6.1,701,972,774,584,848,1081
Cre06.g311350_4532.1.v6.1,254,307,276,194,216,176
Cre06.g311350_4532.2.v6.1,28,0,33,0,26,43
Cre06.g311550_4532.1.v6.1,177,75,22,93,214,126
Cre06.g311550_4532.2.v6.1,23,18,18,21,36,29
Cre06.g311550_4532.4.v6.1,20,17,23,60,17,66
Cre06.g311550_4532.3.v6.1,35,21,217,109,17,60
Cre06.g311400_4532.2.v6.1,0,0,0,0,0,0
Cre06.g311400_4532.1.v6.1,32,38,52,62,79,115
Cre06.g311450_4532.1.v6.1,256,273,177,132,179,217
Cre06.g311450_4532.2.v6.1,3,2,3,3,3,3
Cre06.g311500_4532.1.v6.1,78,49,17,126,121,107
Cre06.g311650_4532.2.v6.1,0,0,0,0,0,0
Cre06.g311650_4532.3.v6.1,0,0,0,0,0,0
Cre06.g311650_4532.4.v6.1,0,0,2,0,0,0
Cre06.g311650_4532.5.v6.1,0,0,0,0,0,0
Cre06.g311600_4532.1.v6.1,68,74,72,105,113,111
Cre06.g311650_4532.1.v6.1,125,133,69,139,133,174
Cre07.g800760_4532.1.v6.1,2,3,2,3,6,5
Cre07.g312050_4532.1.v6.1,120,125,114,106,128,118
Cre07.g312100_4532.1.v6.1,34,47,52,51,75,59
Cre07.g312100_4532.2.v6.1,12,23,3,0,0,19
Cre07.g312100_4532.3.v6.1,28,8,1,12,14,14
Cre06.g311850_4532.2.v6.1,0,128,39,0,11,9
Cre06.g311700_4532.1.v6.1,159,195,102,262,236,148
Cre06.g311750_4532.1.v6.1,109,124,81,78,93,121
Cre06.g311800_4532.1.v6.1,48,61,46,44,59,50
Cre06.g311850_4532.1.v6.1,229,168,153,124,155,120
Cre06.g311850_4532.3.v6.1,32,20,0,6,3,9
Cre06.g311900_4532.1.v6.1,906,992,838,852,926,957
Cre06.g311900_4532.2.v6.1,41,42,43,52,29,23
Cre06.g311950_4532.1.v6.1,226,196,193,186,219,213
Cre07.g312600_4532.2.v6.1,0,0,2,0,2,0
Cre07.g312600_4532.1.v6.1,5,3,9,9,4,3
Cre07.g312600_4532.3.v6.1,1,0,2,0,0,0
Cre07.g312650_4532.1.v6.1,119,92,98,158,178,87
Cre07.g800764_4532.1.v6.1,45,87,80,136,138,224
Cre07.g800765_4532.1.v6.1,2,2,5,2,2,2
Cre07.g312701_4532.1.v6.1,2,3,2,3,2,2
Cre07.g800766_4532.1.v6.1,4,2,4,7,7,10
Cre07.g312800_4532.3.v6.1,0,0,0,72,61,0
Cre07.g312750_4532.1.v6.1,103,134,82,96,123,107
Cre07.g312800_4532.1.v6.1,107,70,123,205,155,217
Cre07.g312800_4532.2.v6.1,48,62,113,0,96,148
Cre07.g312400_4532.2.v6.1,0,0,0,0,0,0
Cre07.g312400_4532.3.v6.1,0,0,0,0,0,0
Cre07.g312400_4532.4.v6.1,0,0,0,0,0,0
Cre07.g312400_4532.5.v6.1,0,0,0,0,0,0
Cre07.g312150_4532.1.v6.1,93,66,69,83,103,106
Cre07.g800761_4532.1.v6.1,1,1,1,2,0,2
Cre07.g800762_4532.1.v6.1,2,2,0,2,4,4
Cre07.g312250_4532.1.v6.1,28,18,27,26,22,28
Cre07.g312300_4532.2.v6.1,90,70,43,38,33,18
Cre07.g312300_4532.1.v6.1,290,215,164,38,66,70
Cre07.g312350_4532.1.v6.1,206,341,151,85,95,91
Cre07.g312400_4532.1.v6.1,99,111,103,139,147,166
Cre07.g312495_4532.1.v6.1,267,387,408,461,499,525
Cre07.g312495_4532.2.v6.1,304,429,431,528,527,581
Cre07.g312500_4532.1.v6.1,159,200,208,288,260,254
Cre07.g313050_4532.1.v6.1,38,39,26,13,29,32
Cre07.g313050_4532.2.v6.1,2,7,7,13,3,8
Cre07.g313100_4532.1.v6.1,143,155,279,88,90,152
Cre06.g310150_4532.1.v6.1,0,0,0,0,0,0
Cre06.g310550_4532.1.v6.1,0,0,0,0,0,0
Cre06.g800759_4532.1.v6.1,0,0,0,9,0,0
Cre06.g311000_4532.2.v6.1,0,28,68,97,0,72
Cre06.g311250_4532.2.v6.1,0,0,0,0,0,0
Cre06.g310000_4532.1.v6.1,320,319,280,175,217,263
Cre06.g310050_4532.1.v6.1,83,124,112,31,40,7
Cre06.g310050_4532.2.v6.1,12,6,11,0,0,20
Cre06.g310100_4532.1.v6.1,632,763,824,693,827,813
Cre06.g310200_4532.1.v6.1,699,718,782,746,644,413
Cre06.g310250_4532.1.v6.1,52,44,42,56,70,85
Cre06.g310276_4532.1.v6.1,56,42,48,85,73,82
Cre06.g310300_4532.1.v6.1,12,13,14,14,25,26
Cre06.g310350_4532.1.v6.1,76,89,88,145,110,127
Cre06.g310350_4532.2.v6.1,28,17,24,0,22,20
Cre06.g310400_4532.1.v6.1,19,20,28,26,27,24
Cre06.g310450_4532.1.v6.1,190,136,245,213,201,255
Cre06.g310500_4532.1.v6.1,43,22,114,147,139,243
Cre06.g310500_4532.2.v6.1,8,0,0,0,29,30
Cre06.g800757_4532.1.v6.1,1,2,2,2,1,2
Cre06.g800758_4532.1.v6.1,2,3,3,2,2,3
Cre06.g310601_4532.1.v6.1,1,1,4,5,5,6
Cre06.g310650_4532.1.v6.1,29,36,37,41,56,60
Cre06.g310700_4532.1.v6.1,4450,5119,7890,6593,7156,6762
Cre06.g310700_4532.2.v6.1,11,49,26,6,9,17
Cre06.g310750_4532.1.v6.1,1633,1572,767,744,824,889
Cre06.g310750_4532.2.v6.1,88,501,191,0,0,0
Cre06.g310800_4532.1.v6.1,12,17,8,17,10,13
Cre06.g310850_4532.1.v6.1,34,32,31,16,19,27
Cre06.g310900_4532.1.v6.1,16,17,27,27,30,32
Cre06.g310950_4532.1.v6.1,47,64,414,1717,1936,1820
Cre06.g311000_4532.1.v6.1,102,107,61,67,168,68
Cre06.g311050_4532.1.v6.1,44,47,202,101,117,149
Cre06.g311100_4532.1.v6.1,20,22,15,14,25,38
Cre06.g311150_4532.2.v6.1,23,11,16,15,30,36
Cre06.g311150_4532.1.v6.1,4,0,0,8,9,0
Cre06.g311200_4532.2.v6.1,75,60,57,72,186,57
Cre06.g311200_4532.1.v6.1,3,0,0,77,0,72
Cre06.g311200_4532.3.v6.1,4,0,0,0,0,62
Cre06.g311250_4532.1.v6.1,119,189,68,48,48,57
Cre06.g311300_4532.1.v6.1,7,4,0,9,13,9
Cre07.g312850_4532.2.v6.1,0,0,0,0,0,0
Cre07.g312850_4532.1.v6.1,233,225,186,569,618,387
Cre07.g312850_4532.3.v6.1,22,29,17,42,42,26
Cre07.g312900_4532.1.v6.1,296,273,354,542,263,213
Cre07.g312900_4532.2.v6.1,119,103,131,6,275,381
Cre07.g312900_4532.3.v6.1,17,15,21,0,31,73
Cre07.g312900_4532.4.v6.1,9,20,16,0,31,10
Cre07.g312900_4532.5.v6.1,44,56,67,1,42,14
Cre07.g312900_4532.6.v6.1,24,12,17,0,28,24
Cre07.g800767_4532.1.v6.1,37,27,77,76,82,79
Cre07.g312950_4532.1.v6.1,53,52,89,107,132,165
Cre07.g313000_4532.1.v6.1,7,4,8,6,7,0
Cre07.g313206_4532.1.v6.1,9,4,4,7,10,10
Cre07.g313122_4532.1.v6.1,142,129,132,135,134,124
Cre07.g313122_4532.2.v6.1,37,27,0,0,0,0
Cre07.g313122_4532.3.v6.1,39,55,13,0,0,85
Cre07.g313143_4532.1.v6.1,364,698,154,11,11,19
Cre07.g313143_4532.2.v6.1,29,131,0,0,0,0
Cre07.g313164_4532.1.v6.1,124,107,99,211,237,274
Cre07.g313185_4532.1.v6.1,37,53,38,31,43,34
Cre06.g307250_4532.4.v6.1,0,0,0,0,0,0
Cre06.g307250_4532.5.v6.1,0,0,0,0,0,0
Cre06.g307250_4532.3.v6.1,0,0,0,0,0,0
Cre06.g307250_4532.6.v6.1,0,0,35,0,0,0
Cre06.g307350_4532.2.v6.1,0,0,0,0,0,0
Cre06.g307400_4532.1.v6.1,0,0,0,0,0,2
Cre06.g307500_4532.3.v6.1,0,0,0,0,0,0
Cre06.g307650_4532.3.v6.1,0,0,0,0,0,0
Cre06.g307650_4532.4.v6.1,0,0,0,0,0,0
Cre06.g307650_4532.5.v6.1,0,0,0,0,0,0
Cre06.g307650_4532.6.v6.1,0,0,0,0,0,0
Cre06.g307700_4532.2.v6.1,0,0,0,0,0,0
Cre06.g308200_4532.1.v6.1,0,0,0,8,24,28
Cre06.g308200_4532.2.v6.1,0,0,0,14,0,5
Cre06.g308250_4532.4.v6.1,0,0,0,0,0,0
Cre06.g308400_4532.2.v6.1,0,0,0,0,0,0
Cre06.g308650_4532.2.v6.1,0,0,0,0,0,0
Cre06.g308700_4532.1.v6.1,0,0,12,167,217,295
Cre06.g307250_4532.2.v6.1,66,82,20,45,46,81
Cre06.g307250_4532.1.v6.1,36,38,40,25,23,36
Cre06.g307300_4532.1.v6.1,66,41,22,31,48,39
Cre06.g307350_4532.1.v6.1,150,160,236,121,150,123
Cre06.g307400_4532.2.v6.1,83,117,37,0,0,0
Cre06.g307400_4532.3.v6.1,2,0,19,26,23,32
Cre06.g307450_4532.1.v6.1,338,422,246,180,207,253
Cre06.g307500_4532.1.v6.1,6736,880,17356,10750,13571,19624
Cre06.g307500_4532.2.v6.1,4407,1637,7874,4917,3475,2104
Cre06.g307551_4532.1.v6.1,8,33,15,7,24,30
Cre06.g307551_4532.2.v6.1,30,14,30,31,22,20
Cre06.g307600_4532.1.v6.1,214,278,203,95,119,108
Cre06.g307650_4532.2.v6.1,93,79,57,66,43,60
Cre06.g307650_4532.1.v6.1,1,16,16,17,47,18
Cre06.g307700_4532.1.v6.1,12,13,18,22,23,30
Cre06.g307750_4532.1.v6.1,301,284,581,20,27,21
Cre06.g307800_4532.1.v6.1,115,92,84,58,49,56
Cre06.g307800_4532.2.v6.1,10,17,20,0,13,20
Cre06.g800752_4532.2.v6.1,39,65,31,23,32,23
Cre06.g307850_4532.1.v6.1,72,75,53,27,48,50
Cre06.g307900_4532.1.v6.1,22,27,30,7,12,13
Cre06.g307950_4532.1.v6.1,81,55,51,39,49,48
Cre06.g308000_4532.1.v6.1,55,84,85,25,43,46
